Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,source_file,Period_clean,Period_date,month,year,breach_rate,prev_month_breach,rolling_3m_avg,is_winter,trust_hist_avg,attendance_change,trust_encoded
MSitAE-APRIL-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4459,0,11238,0,0,0,1734,0,40,0,0,0,80,0,1618,0,584,2133,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,38.88764296927562,41.99475065616798,47.24157177391419,0,47.7062303471497,-9.973753280839892,65
MSitAE-MAY-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4879,0,12102,0,0,0,2109,0,71,0,0,0,157,1,1652,0,541,2176,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,43.226070916171345,38.88764296927562,42.41691547134328,0,47.7062303471497,9.41915227629513,65
MSitAE-JUNE-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4588,0,11335,0,0,0,1561,0,38,0,0,0,54,0,1599,0,534,2096,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,34.023539668700955,43.226070916171345,41.36948818053832,0,47.7062303471497,-5.964336954293914,65
MSitAE-JULY-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4789,0,11526,0,0,0,2047,0,31,0,0,0,106,0,1710,0,534,2255,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,42.74378784714972,34.023539668700955,38.71241785138264,0,47.7062303471497,4.38099389712292,65
MSitAE-AUGUST-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4447,0,10672,0,0,0,1585,0,21,0,0,0,61,0,1552,0,481,1813,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,35.64200584663818,42.74378784714972,39.99779947734067,0,47.7062303471497,-7.141365629567764,65
MSitAE-SEPTEMBER-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4549,0,10963,0,0,0,2201,0,38,0,0,0,154,5,1614,0,525,2149,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,48.38426027698395,35.64200584663818,37.469777787496284,0,47.7062303471497,2.2936811333483353,65
MSitAE-OCTOBER-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4918,0,11890,0,0,0,2682,0,39,0,0,0,228,3,1760,0,543,2470,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,54.53436356242375,48.38426027698395,42.256684656923944,1,47.7062303471497,8.111672895141787,65
MSitAE-NOVEMBER-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5092,0,11553,0,0,0,2971,0,45,0,0,0,273,25,1715,0,491,2536,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,58.346425765907306,54.53436356242375,46.18687656201529,1,47.7062303471497,3.538023586823913,65
MSitAE-DECEMBER-2024,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5315,0,12316,0,0,0,3315,0,44,0,0,0,265,36,1868,0,577,2454,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,62.37064910630291,58.346425765907306,53.755016535105,1,47.7062303471497,4.37941869599372,65
MSitAE-JANUARY-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4804,0,10523,0,0,0,2841,0,22,0,0,0,312,49,1690,0,509,2439,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,59.13821815154038,62.37064910630291,58.41714614487799,1,47.7062303471497,-9.614299153339601,65
MSitAE-FEBRUARY-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4546,0,10231,0,0,0,2115,0,28,0,0,0,156,1,1581,0,408,2085,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,46.52441706995161,59.13821815154038,59.9517643412502,1,47.7062303471497,-5.370524562864276,65
MSitAE-MARCH-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5014,0,11944,0,0,0,2394,0,47,0,0,0,164,8,1715,0,566,2543,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,47.74631033107299,46.52441706995161,56.01109477593164,0,47.7062303471497,10.294764628244613,65
MSitAE-APRIL-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5058,0,11581,0,0,0,2734,0,47,0,0,0,196,10,1796,0,542,2270,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,54.05298536971135,47.74631033107299,51.13631518418833,0,47.7062303471497,0.8775428799361773,65
MSitAE-MAY-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4893,0,11483,0,0,0,2330,0,18,0,0,0,161,1,1643,0,476,2373,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,47.61904761904761,54.05298536971135,49.44123759024532,0,47.7062303471497,-3.262158956109129,65
MSitAE-JUNE-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4778,0,11254,0,0,0,2497,0,49,0,0,0,233,11,1617,0,404,2189,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,52.260359983256585,47.61904761904761,49.806114439943975,0,47.7062303471497,-2.3502963417126543,65
MSitAE-JULY-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4933,0,11358,0,0,0,2576,0,10,0,0,0,122,4,1586,0,470,2211,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,52.2197445773363,52.260359983256585,51.31079765733852,0,47.7062303471497,3.244035161155301,65
MSitAE-AUGUST-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4856,0,10490,0,0,0,2340,0,20,0,0,0,160,6,1731,0,446,2081,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,48.18780889621087,52.2197445773363,50.6997173932135,0,47.7062303471497,-1.5609162781269004,65
MSitAE-SEPTEMBER-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4801,0,11009,0,0,0,2574,0,53,0,0,0,221,26,1645,0,432,2305,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,53.613830451989166,48.18780889621087,50.88930448560125,0,47.7062303471497,-1.1326194398681988,65
MSitAE-OCTOBER-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4983,0,11225,0,0,0,2889,0,28,0,0,0,286,47,1705,0,513,2638,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,57.977122215532816,53.613830451989166,51.34046130851211,1,47.7062303471497,3.790876900645701,65
MSitAE-NOVEMBER-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5042,0,11490,0,0,0,2935,0,37,0,0,0,264,29,1733,0,526,2384,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,58.21102737009123,57.977122215532816,53.25958718791096,1,47.7062303471497,1.1840256873369537,65
MSitAE-DECEMBER-2025,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5187,0,11450,0,0,0,2726,0,48,0,0,0,292,33,1871,0,495,2269,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,52.554463080778866,58.21102737009123,56.60066001253774,1,47.7062303471497,2.8758429194764012,65
MSitAE-JANUARY-2026,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5067,0,10971,0,0,0,3116,0,31,0,0,0,353,65,1776,0,466,2541,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,61.49595421353858,52.554463080778866,56.24753755546764,1,47.7062303471497,-2.3134759976865205,65
MSitAE-FEBRUARY-2026,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,4547,0,10252,0,0,0,2496,0,19,0,0,0,209,39,1530,0,430,2315,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,54.89333626566967,61.49595421353858,57.4204815548029,1,47.7062303471497,-10.262482731399247,65
MSitAE-MARCH-2026,RVW,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,5064,0,12066,0,0,0,2339,0,26,0,0,0,100,1,1758,0,472,2543,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,46.18878357030016,54.89333626566967,56.3145845199957,0,47.7062303471497,11.3701341543875,65
MSitAE-APRIL-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11396,0,3864,68,0,476,4700,0,463,29,0,47,432,647,2838,0,105,1126,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,41.24254124254124,,,0,41.955493729617956,,66
MSitAE-MAY-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12305,0,4624,58,0,471,5686,0,740,20,0,40,558,583,2982,0,111,1295,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,46.208858187728566,41.24254124254124,,0,41.955493729617956,7.976482976482968,66
MSitAE-JUNE-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12370,0,4844,70,0,524,5382,0,703,20,0,45,584,616,2990,0,114,1323,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,43.50848827809216,46.208858187728566,43.72569971513491,0,41.955493729617956,0.5282405526208844,66
MSitAE-JULY-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12740,0,4535,41,0,401,5061,0,485,14,0,22,558,530,3099,0,107,1315,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,39.72527472527472,43.50848827809216,43.65329590278733,0,41.955493729617956,2.991107518189162,66
MSitAE-AUGUST-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12433,0,4306,41,0,411,5411,0,396,15,0,31,624,516,3064,0,104,1246,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,43.52127402879434,39.72527472527472,43.14754039703181,0,41.955493729617956,-2.4097331240188424,66
MSitAE-SEPTEMBER-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12387,0,4761,60,0,389,4996,0,561,18,0,27,482,661,2913,0,111,1254,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,40.33260676515702,43.52127402879434,42.2516790107204,0,41.955493729617956,-0.36998310946674273,66
MSitAE-OCTOBER-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12636,0,4548,57,0,401,5877,0,468,23,0,23,492,802,3074,0,104,1417,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,46.50997150997151,40.33260676515702,41.193051839742026,1,41.955493729617956,2.0101719544683982,66
MSitAE-NOVEMBER-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12899,0,4390,64,0,388,7091,0,735,29,0,42,450,864,3019,0,101,1403,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,54.97325374060005,46.50997150997151,43.45461743464096,1,41.955493729617956,2.0813548591326336,66
MSitAE-DECEMBER-2023,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12895,0,4085,48,0,416,6599,0,675,24,0,51,520,702,3084,0,125,1402,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,51.174873982163625,54.97325374060005,47.27194400524286,1,41.955493729617956,-0.03101015582602784,66
MSitAE-JANUARY-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12930,0,4464,88,0,414,6522,0,573,32,0,39,569,816,3244,0,127,1684,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,50.44083526682135,51.174873982163625,50.886033077578396,1,41.955493729617956,0.2714230321830158,66
MSitAE-FEBRUARY-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12573,0,4219,75,0,386,5877,0,694,27,0,42,554,644,3012,0,132,1735,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,46.743020758768786,50.44083526682135,52.19632099652835,1,41.955493729617956,-2.7610208816705284,66
MSitAE-MARCH-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13327,0,4950,609,0,590,5455,0,552,143,0,53,586,614,3354,0,154,1727,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,40.931942672769566,46.743020758768786,49.45291000258459,0,41.955493729617956,5.996977650520963,66
MSitAE-APRIL-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12628,0,4569,821,0,712,5703,0,579,251,0,87,449,803,3276,0,138,1452,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,45.16154577130187,40.931942672769566,46.0385995661199,0,41.955493729617956,-5.244991370901175,66
MSitAE-MAY-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13386,0,4879,859,0,773,5999,0,577,250,0,70,479,778,3568,0,123,1620,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,44.81547885850889,45.16154577130187,44.27883640094674,0,41.955493729617956,6.002534051314545,66
MSitAE-JUNE-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13873,0,5048,215,0,570,5013,0,408,64,0,36,413,694,3373,0,95,1562,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,36.1349383694947,44.81547885850889,43.63632243419344,0,41.955493729617956,3.638129388913791,66
MSitAE-JULY-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14267,0,4913,282,0,486,5004,0,211,76,0,16,478,709,3669,0,71,1540,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,35.07394687040023,36.1349383694947,42.03732099976849,0,41.955493729617956,2.8400490160743974,66
MSitAE-AUGUST-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13526,0,4324,250,0,466,4683,0,98,73,0,6,604,559,3517,0,54,1252,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,34.62220907881118,35.07394687040023,38.674788032801274,0,41.955493729617956,-5.193803883086845,66
MSitAE-SEPTEMBER-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13806,0,4577,255,0,473,5236,0,222,84,0,13,509,732,3535,0,34,1405,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,37.92553962045487,34.62220907881118,35.2770314395687,0,41.955493729617956,2.0700872393907943,66
MSitAE-OCTOBER-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14981,0,4400,316,0,448,6417,0,208,71,0,6,516,847,3826,0,36,1517,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,42.834256725185234,37.92553962045487,35.87389852322209,1,41.955493729617956,8.51079240909749,66
MSitAE-NOVEMBER-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14924,0,4326,409,0,446,6609,0,264,105,0,23,526,809,3732,0,59,1733,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,44.28437416242294,42.834256725185234,38.46066847481709,1,41.955493729617956,-0.3804819437954743,66
MSitAE-DECEMBER-2024,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15552,0,4302,340,0,529,7545,0,288,108,0,32,591,710,3779,0,30,1702,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,48.51466049382716,44.28437416242294,41.68139016935435,1,41.955493729617956,4.207987134816404,66
MSitAE-JANUARY-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14196,0,3919,356,0,517,6058,0,143,104,0,8,584,883,3744,0,48,1647,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,42.67399267399267,48.51466049382716,45.21109712714511,1,41.955493729617956,-8.719135802469136,66
MSitAE-FEBRUARY-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,13225,0,3915,306,0,461,5764,0,159,85,0,13,389,792,3302,0,37,1499,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,43.58412098298677,42.67399267399267,45.15767577674759,1,41.955493729617956,-6.839954916877988,66
MSitAE-MARCH-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14928,0,4678,360,0,463,6416,0,197,96,0,14,482,889,3714,0,32,1592,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,42.97963558413719,43.58412098298677,44.92425805026886,0,41.955493729617956,12.877126654064263,66
MSitAE-APRIL-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14259,0,4206,253,0,449,5836,0,85,62,0,8,576,767,3434,0,25,1474,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,40.928536362998805,42.97963558413719,43.07924974703888,0,41.955493729617956,-4.4815112540192885,66
MSitAE-MAY-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14921,0,4675,286,0,426,6334,0,189,70,0,13,578,838,3520,0,45,1344,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,42.450237919710474,40.928536362998805,42.497430976707584,0,41.955493729617956,4.642681814994032,66
MSitAE-JUNE-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14646,0,4740,249,0,419,5338,0,181,55,0,9,643,519,3491,0,31,1417,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,36.446811416086305,42.450237919710474,42.11946995561549,0,41.955493729617956,-1.8430400107231404,66
MSitAE-JULY-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14985,0,4985,254,0,451,4869,0,100,55,0,3,567,672,3592,0,38,1340,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,32.492492492492495,36.446811416086305,39.94186189959853,0,41.955493729617956,2.3146251536255713,66
MSitAE-AUGUST-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14143,0,4627,245,0,435,5568,0,179,53,0,11,599,601,3385,0,37,1094,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,39.36929930000707,32.492492492492495,37.12984727609643,0,41.955493729617956,-5.61895228561895,66
MSitAE-SEPTEMBER-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14958,0,4919,318,0,426,5793,0,188,72,0,9,651,689,3643,0,32,1322,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,38.728439630966704,39.36929930000707,36.10286773619529,0,41.955493729617956,5.762568054868122,66
MSitAE-OCTOBER-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15528,0,4796,298,0,447,5883,0,96,59,0,3,560,945,3736,0,33,1490,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,37.88639876352396,38.728439630966704,36.86341047448875,1,41.955493729617956,3.8106698756518176,66
MSitAE-NOVEMBER-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14820,0,4638,293,0,447,5796,0,134,65,0,5,487,862,3787,0,35,1316,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,39.10931174089069,37.88639876352396,38.66137923149925,1,41.955493729617956,-4.5595054095826875,66
MSitAE-DECEMBER-2025,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15671,0,4510,334,0,420,5968,0,105,78,0,9,572,865,3999,0,40,1419,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,38.083083402463146,39.10931174089069,38.57471671179379,1,41.955493729617956,5.742240215924421,66
MSitAE-JANUARY-2026,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15653,0,4714,251,0,320,6612,0,140,45,0,3,554,1056,3853,0,29,1453,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,42.241103941736405,38.083083402463146,38.359597968959264,1,41.955493729617956,-0.11486184672324651,66
MSitAE-FEBRUARY-2026,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14103,0,4300,316,0,384,5984,0,192,69,0,10,501,921,3550,0,46,1321,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,42.43068850599163,42.241103941736405,39.81116636169674,1,41.955493729617956,-9.902255158755512,66
MSitAE-MARCH-2026,RGN,NHS ENGLAND EAST OF ENGLAND ,NORTH WEST ANGLIA NHS FOUNDATION TRUST,15848,0,5117,278,0,382,5755,0,180,67,0,15,403,945,4176,0,43,1427,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,36.31373043917214,42.43068850599163,40.918291950063725,0,41.955493729617956,12.373253917606174,66
MSitAE-APRIL-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7888,629,1900,168,0,69,3242,13,54,38,0,2,279,770,1618,0,0,1225,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,41.10040567951319,,,0,40.83393916133401,,67
MSitAE-MAY-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8675,701,2036,168,0,52,3609,22,86,31,0,4,243,791,1635,0,0,1417,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,41.60230547550432,41.10040567951319,,0,40.83393916133401,9.977180527383368,67
MSitAE-JUNE-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9020,702,1964,174,0,41,3787,13,62,50,0,4,442,582,1859,0,0,1230,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,41.98447893569845,41.60230547550432,41.351355577508755,0,40.83393916133401,3.9769452449567755,67
MSitAE-JULY-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8646,588,1895,236,0,86,3717,11,96,56,0,1,553,410,1895,0,0,1364,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,42.99097848716169,41.98447893569845,41.56239669690532,0,40.83393916133401,-4.146341463414638,67
MSitAE-AUGUST-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8134,627,1948,238,0,101,3696,9,91,67,0,5,435,697,1774,0,0,1345,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,45.438898450946645,42.99097848716169,42.192587632788154,0,40.83393916133401,-5.921813555401345,67
MSitAE-SEPTEMBER-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8723,622,1911,156,0,46,4127,10,25,61,0,0,281,793,1720,0,0,1275,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,47.31170468875387,45.438898450946645,43.47145195793559,0,40.83393916133401,7.241209736906806,67
MSitAE-OCTOBER-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9221,645,2071,57,0,14,4566,23,55,27,0,0,271,943,1847,0,0,1333,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,49.51740592126667,47.31170468875387,45.24719387562073,1,40.83393916133401,5.709045053307338,67
MSitAE-NOVEMBER-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,9057,543,2072,105,0,31,4388,13,46,28,0,4,293,836,1931,0,0,1415,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,48.44871370210886,49.51740592126667,47.42266968698906,1,40.83393916133401,-1.7785489643205699,67
MSitAE-DECEMBER-2023,RNS,NHS ENGLAND MIDLANDS ,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8815,478,2135,97,0,29,4465,8,80,33,0,0,294,1009,1962,0,0,1356,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,50.65229722064662,48.44871370210886,48.42594143737647,1,40.83393916133401,-2.671966434801809,67
