Period,Org Code,Parent Org,Org name,A&E attendances Type 1,A&E attendances Type 2,A&E attendances Other A&E Department,A&E attendances Booked Appointments Type 1,A&E attendances Booked Appointments Type 2,A&E attendances Booked Appointments Other Department,Attendances over 4hrs Type 1,Attendances over 4hrs Type 2,Attendances over 4hrs Other Department,Attendances over 4hrs Booked Appointments Type 1,Attendances over 4hrs Booked Appointments Type 2,Attendances over 4hrs Booked Appointments Other Department,Patients who have waited 4-12 hs from DTA to admission,Patients who have waited 12+ hrs from DTA to admission,Emergency admissions via A&E - Type 1,Emergency admissions via A&E - Type 2,Emergency admissions via A&E - Other A&E department,Other emergency admissions,source_file,Period_clean,Period_date,month,year,breach_rate,prev_month_breach,rolling_3m_avg,is_winter,trust_hist_avg,attendance_change,trust_encoded
MSitAE-AUGUST-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6630,0,1196,0,0,0,2298,0,0,0,0,0,207,63,1959,0,0,244,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,34.660633484162894,32.87968727378022,32.39786522426809,0,42.2643235194751,-4.010424207325903,101
MSitAE-SEPTEMBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6549,0,1163,0,0,0,2687,0,0,0,0,0,264,87,2094,0,0,225,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,41.029164757978315,34.660633484162894,33.49313668473917,0,42.2643235194751,-1.2217194570135703,101
MSitAE-OCTOBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6749,0,1170,0,0,0,2652,0,0,0,0,0,328,95,2041,0,0,317,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,39.29471032745592,41.029164757978315,36.18982850530714,1,42.2643235194751,3.053901358986111,101
MSitAE-NOVEMBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6813,0,1200,0,0,0,2912,0,0,0,0,0,294,97,2051,0,0,300,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,42.74181711434023,39.29471032745592,38.328169523199044,1,42.2643235194751,0.9482886353533893,101
MSitAE-DECEMBER-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7060,0,1308,0,0,0,3458,0,0,0,0,0,352,129,2318,0,0,241,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,48.98016997167139,42.74181711434023,41.02189739992482,1,42.2643235194751,3.6254219873770754,101
MSitAE-JANUARY-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6370,0,1131,0,0,0,2953,0,0,0,0,0,265,122,2035,0,0,313,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,46.35792778649922,48.98016997167139,43.672232471155844,1,42.2643235194751,-9.773371104815865,101
MSitAE-FEBRUARY-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6037,0,1069,0,0,0,2929,0,0,0,0,0,270,127,2108,0,0,367,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,48.51747556733477,46.35792778649922,46.026638290836935,1,42.2643235194751,-5.2276295133438015,101
MSitAE-MARCH-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6746,0,1246,0,0,0,3185,0,0,0,0,0,285,128,1909,0,0,373,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,47.21316335606286,48.51747556733477,47.951857775168456,0,42.2643235194751,11.74424382971675,101
MSitAE-APRIL-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6646,0,1170,0,0,0,3021,0,0,0,0,0,772,111,965,0,0,146,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,45.45591333132711,47.21316335606286,47.36285556996561,0,42.2643235194751,-1.482359916987841,101
MSitAE-MAY-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6756,0,1203,0,0,0,3003,0,0,0,0,0,1542,90,1934,0,0,305,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,44.449378330373,45.45591333132711,47.062184084908246,0,42.2643235194751,1.655130905808,101
MSitAE-JUNE-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6635,0,1176,0,0,0,2967,0,0,0,0,0,758,95,1816,0,0,327,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,44.71740768651093,44.449378330373,45.70615167258766,0,42.2643235194751,-1.7910005920663163,101
MSitAE-JULY-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7060,0,1109,0,0,0,3382,0,0,0,0,0,444,125,1905,0,0,358,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,47.903682719546744,44.71740768651093,44.87423311607034,0,42.2643235194751,6.405425772418982,101
MSitAE-AUGUST-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6802,0,1151,0,0,0,3245,0,0,0,0,0,702,124,1882,0,0,282,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,47.70655689503087,47.903682719546744,45.690156245476885,0,42.2643235194751,-3.654390934844187,101
MSitAE-SEPTEMBER-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6525,0,1242,0,0,0,2857,0,0,0,0,0,620,153,1770,0,0,319,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,43.78544061302682,47.70655689503087,46.77588243369618,0,42.2643235194751,-4.072331667156714,101
MSitAE-OCTOBER-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6549,0,1257,0,0,0,2593,0,0,0,0,0,309,148,1915,0,0,389,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,39.59383111925485,43.78544061302682,46.46522674253481,1,42.2643235194751,0.36781609195402076,101
MSitAE-NOVEMBER-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6395,0,1272,0,0,0,2681,0,0,0,0,0,558,229,1812,0,0,326,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,41.923377638780295,39.59383111925485,43.69527620910418,1,42.2643235194751,-2.351504046419306,101
MSitAE-DECEMBER-2025,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6527,0,1335,0,0,0,2656,0,0,0,0,0,797,160,1911,0,0,419,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,40.692508043511566,41.923377638780295,41.76754979035399,1,42.2643235194751,2.0641125879593325,101
MSitAE-JANUARY-2026,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6576,0,1742,0,0,0,2997,0,0,0,0,0,585,229,1924,0,0,424,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,45.574817518248175,40.692508043511566,40.73657226718223,1,42.2643235194751,0.7507277462846629,101
MSitAE-FEBRUARY-2026,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6151,0,1807,0,0,0,2827,0,0,0,0,0,720,131,1792,0,0,361,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,45.96000650300764,45.574817518248175,42.73023440018002,1,42.2643235194751,-6.462895377128952,101
MSitAE-MARCH-2026,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7041,0,2045,0,0,0,2973,0,0,0,0,0,166,108,1921,0,0,398,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,42.22411589262889,45.96000650300764,44.07577735492246,0,42.2643235194751,14.469192001300613,101
MSitAE-APRIL-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7597,0,0,6,0,0,0,0,0,0,0,0,444,0,2767,0,0,571,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,0.0,,,0,33.46742443836232,,102
MSitAE-MAY-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7608,0,0,2,0,0,0,0,0,0,0,0,298,0,2918,0,0,605,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,0.0,0.0,,0,33.46742443836232,0.14479399763065448,102
MSitAE-JUNE-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7878,0,0,0,0,0,3312,0,0,0,0,0,488,0,2858,0,0,605,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,42.04112718964204,0.0,0.0,0,33.46742443836232,3.548895899053628,102
MSitAE-JULY-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8025,0,0,0,0,0,2905,0,0,0,0,0,387,0,2886,0,0,655,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,36.1993769470405,42.04112718964204,14.013709063214014,0,33.46742443836232,1.8659558263518727,102
MSitAE-AUGUST-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7641,0,0,0,0,0,3324,0,0,0,0,0,727,0,2658,0,0,511,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,43.50215940321947,36.1993769470405,26.08016804556085,0,33.46742443836232,-4.785046728971965,102
MSitAE-SEPTEMBER-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7814,0,0,0,0,0,3017,0,0,0,0,0,412,0,2764,0,0,595,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,38.61018684412593,43.50215940321947,40.580887846634006,0,33.46742443836232,2.2641015573877654,102
MSitAE-OCTOBER-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8114,0,0,0,0,0,3380,0,0,0,0,0,660,1,3007,0,0,650,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,41.65639635198423,38.61018684412593,39.4372410647953,1,33.46742443836232,3.839262861530579,102
MSitAE-NOVEMBER-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8189,0,0,0,0,0,3044,0,0,0,0,0,488,0,3014,0,0,578,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,37.1718158505312,41.65639635198423,41.25624753310988,1,33.46742443836232,0.9243283214197762,102
MSitAE-DECEMBER-2023,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8328,0,0,0,0,0,3442,0,0,0,0,0,678,7,2942,0,0,573,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,41.33045148895293,37.1718158505312,39.14613301554712,1,33.46742443836232,1.6973989498107134,102
MSitAE-JANUARY-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8317,0,0,0,0,0,3712,0,0,0,0,0,935,30,2773,0,0,512,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,44.63147769628472,41.33045148895293,40.05288789715612,1,33.46742443836232,-0.1320845341018284,102
MSitAE-FEBRUARY-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,7952,0,0,0,0,0,3401,0,0,0,0,0,863,4,2678,0,0,560,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,42.769114688128774,44.63147769628472,41.044581678589616,1,33.46742443836232,-4.388601659252133,102
MSitAE-MARCH-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8946,0,0,0,0,0,3320,0,0,0,0,0,814,7,3109,0,0,541,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,37.11155823831881,42.769114688128774,42.91034795778881,0,33.46742443836232,12.5,102
MSitAE-APRIL-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8172,0,0,0,0,0,2707,0,0,0,0,0,593,2,2978,0,0,530,Monthly-AE-April-2024-revised.csv,APRIL-2024,2024-04-01,4,2024,33.125305922662754,37.11155823831881,41.504050207577436,0,33.46742443836232,-8.651911468812878,102
MSitAE-MAY-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8970,0,0,0,0,0,3245,0,0,0,0,0,548,1,3195,0,0,469,Monthly-AE-May-2024.csv,MAY-2024,2024-05-01,5,2024,36.17614269788183,33.125305922662754,37.668659616370114,0,33.46742443836232,9.76505139500734,102
MSitAE-JUNE-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8704,0,0,0,0,0,2724,0,0,0,0,0,327,0,3156,0,0,525,Monthly-AE-June-2024.csv,JUNE-2024,2024-06-01,6,2024,31.295955882352946,36.17614269788183,35.47100228628779,0,33.46742443836232,-2.9654403567447085,102
MSitAE-JULY-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8700,0,0,0,0,0,2791,0,0,0,0,0,402,0,3094,0,0,604,Monthly-AE-July-2024-revised.csv,JULY-2024,2024-07-01,7,2024,32.08045977011494,31.295955882352946,33.53246816763251,0,33.46742443836232,-0.04595588235294379,102
MSitAE-AUGUST-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8118,0,0,0,0,0,2552,0,0,0,0,0,337,0,1904,0,0,344,Monthly-AE-August-2024.csv,AUGUST-2024,2024-08-01,8,2024,31.43631436314363,32.08045977011494,33.184186116783245,0,33.46742443836232,-6.689655172413788,102
MSitAE-SEPTEMBER-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8327,0,0,0,0,0,2924,0,0,0,0,0,481,6,1887,0,0,360,Monthly-AE-September-2024.csv,SEPTEMBER-2024,2024-09-01,9,2024,35.11468716224331,31.43631436314363,31.604243338537174,0,33.46742443836232,2.57452574525745,102
MSitAE-OCTOBER-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9227,0,0,0,0,0,3451,0,0,0,0,0,788,24,2005,0,0,390,Monthly-AE-October-2024-revised.csv,OCTOBER-2024,2024-10-01,10,2024,37.40110545139265,35.11468716224331,32.87715376516729,1,33.46742443836232,10.808214242824544,102
MSitAE-NOVEMBER-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8946,0,0,0,0,0,3391,0,0,0,0,0,612,16,1941,0,0,368,Monthly-AE-November-2024-revised.csv,NOVEMBER-2024,2024-11-01,11,2024,37.9052090319696,37.40110545139265,34.650702325593194,1,33.46742443836232,-3.045410209168742,102
MSitAE-DECEMBER-2024,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9222,0,0,0,0,0,3883,0,0,0,0,0,727,74,2039,0,0,333,Monthly-AE-December-2024.csv,DECEMBER-2024,2024-12-01,12,2024,42.105833875515074,37.9052090319696,36.80700054853519,1,33.46742443836232,3.0851777330650476,102
MSitAE-JANUARY-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8708,0,0,0,0,0,3595,0,0,0,0,0,947,109,1987,0,0,249,Monthly-AE-January-2025.csv,JANUARY-2025,2025-01-01,1,2025,41.28387689480937,42.105833875515074,39.13738278629244,1,33.46742443836232,-5.573628280199527,102
MSitAE-FEBRUARY-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8181,0,0,0,0,0,2971,0,0,0,0,0,704,55,1742,0,0,200,Monthly-AE-February-2025-revised.csv,FEBRUARY-2025,2025-02-01,2,2025,36.315853807602984,41.28387689480937,40.431639934098015,1,33.46742443836232,-6.051906293063847,102
MSitAE-MARCH-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9434,0,0,0,0,0,3256,0,0,0,0,0,649,35,1982,0,0,218,Monthly-AE-March-2025.csv,MARCH-2025,2025-03-01,3,2025,34.51346194615221,36.315853807602984,39.90185485930915,0,33.46742443836232,15.31597604204864,102
MSitAE-APRIL-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8977,0,0,0,0,0,2806,0,0,0,0,0,525,3,1979,0,0,161,April-2025-CSV-revised.csv,APRIL-2025,2025-04-01,4,2025,31.25765846051019,34.51346194615221,37.37106421618819,0,33.46742443836232,-4.844180623277506,102
MSitAE-MAY-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9248,0,0,0,0,0,2903,0,0,0,0,0,357,1,2085,0,0,254,May-2025-CSV-revised.csv,MAY-2025,2025-05-01,5,2025,31.390570934256058,31.25765846051019,34.028991404755125,0,33.46742443836232,3.0188258883814267,102
MSitAE-JUNE-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9049,0,0,0,0,0,2401,0,0,0,0,0,275,1,2073,0,0,207,June-2025-CSV-revised.csv,JUNE-2025,2025-06-01,6,2025,26.53331859874019,31.390570934256058,32.38723044697282,0,33.46742443836232,-2.1518166089965374,102
MSitAE-JULY-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9264,0,0,0,0,0,2660,0,0,0,0,0,357,17,2097,0,0,221,July-2025-CSV-revised.csv,JULY-2025,2025-07-01,7,2025,28.713298791019,26.53331859874019,29.72718266450215,0,33.46742443836232,2.375953143993814,102
MSitAE-AUGUST-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8638,0,0,0,0,0,2524,0,0,0,0,0,318,0,2110,0,0,182,August-2025-CSV-revised.csv,AUGUST-2025,2025-08-01,8,2025,29.219726788608476,28.713298791019,28.879062774671752,0,33.46742443836232,-6.757340241796205,102
MSitAE-SEPTEMBER-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8932,0,0,0,0,0,2550,0,0,0,0,0,401,1,1698,0,0,529,September-2025-CSV-revised.csv,SEPTEMBER-2025,2025-09-01,9,2025,28.549037169726827,29.219726788608476,28.155448059455892,0,33.46742443836232,3.4035656401944836,102
MSitAE-OCTOBER-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9550,0,0,0,0,0,3062,0,0,0,0,0,602,2,1779,0,0,547,October-2025-CSV-hg6dl.csv,OCTOBER-2025,2025-10-01,10,2025,32.06282722513089,28.549037169726827,28.827354249784765,1,33.46742443836232,6.918943125839672,102
MSitAE-NOVEMBER-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9394,0,0,0,0,0,2778,0,0,0,0,0,408,0,1754,0,0,514,November-2025-CSV-G9pr3.csv,NOVEMBER-2025,2025-11-01,11,2025,29.572067276985308,32.06282722513089,29.943863727822066,1,33.46742443836232,-1.6335078534031378,102
MSitAE-DECEMBER-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9857,0,0,0,0,0,3359,0,0,0,0,0,808,22,1867,0,0,547,December-2025-CSV-K7F4Sp.csv,DECEMBER-2025,2025-12-01,12,2025,34.07730546819519,29.572067276985308,30.061310557281008,1,33.46742443836232,4.928677879497556,102
MSitAE-JANUARY-2026,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9772,0,0,0,0,0,3420,0,0,0,0,0,1099,112,1789,0,0,538,January-2026-CSV-S6H81b.csv,JANUARY-2026,2026-01-01,1,2026,34.997953336062224,34.07730546819519,31.904066656770464,1,33.46742443836232,-0.8623313381353359,102
MSitAE-FEBRUARY-2026,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,8770,0,0,0,0,0,2958,0,0,0,0,0,903,54,1557,0,0,440,February-2026-CSV-Dl8t54.csv,FEBRUARY-2026,2026-02-01,2,2026,33.72862029646522,34.997953336062224,32.88244202708091,1,33.46742443836232,-10.253786328284898,102
MSitAE-MARCH-2026,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE ,THE ROTHERHAM NHS FOUNDATION TRUST,9778,0,0,0,0,0,3026,0,0,0,0,0,741,40,1668,0,0,550,March-2026-CSV-G49lw.csv,MARCH-2026,2026-03-01,3,2026,30.947023931274288,33.72862029646522,34.26795970024088,0,33.46742443836232,11.493728620296473,102
MSitAE-APRIL-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12029,0,6652,1,0,546,3626,0,229,0,0,0,536,16,5721,0,0,771,April-2023-revised-130624-defv1.csv,APRIL-2023,2023-04-01,4,2023,30.143819103832403,,,0,32.12612159115706,,103
MSitAE-MAY-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13379,0,7011,0,0,584,4141,0,155,0,0,0,780,55,6198,0,0,898,May-2023-revised-130624-aaabbdd.csv,MAY-2023,2023-05-01,5,2023,30.951491142835785,30.143819103832403,,0,32.12612159115706,11.222878044725238,103
MSitAE-JUNE-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13333,0,6632,0,0,658,4414,0,416,0,0,0,673,23,6076,0,0,878,June-2023-revised-130624-ndcvf47.csv,JUNE-2023,2023-06-01,6,2023,33.10582764569114,30.951491142835785,30.547655123334096,0,32.12612159115706,-0.34382240825173715,103
MSitAE-JULY-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12881,0,6456,0,0,856,4014,0,235,0,0,0,722,21,6061,0,0,863,July-2023-revised-130624-ign340.csv,JULY-2023,2023-07-01,7,2023,31.16217684962347,33.10582764569114,31.40037929745311,0,32.12612159115706,-3.390084752118805,103
MSitAE-AUGUST-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12455,0,5702,2,0,883,3979,0,171,0,0,0,686,34,5807,0,0,843,August-2023-revised-130624-ndx091.csv,AUGUST-2023,2023-08-01,8,2023,31.947009233239665,31.16217684962347,31.739831879383463,0,32.12612159115706,-3.3071966462231206,103
MSitAE-SEPTEMBER-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12634,0,6007,9,0,795,4063,0,144,0,0,0,906,131,5721,0,0,786,September-2023-revised-130624-odh304.csv,SEPTEMBER-2023,2023-09-01,9,2023,32.15925280987811,31.947009233239665,32.07167124285142,0,32.12612159115706,1.437173825772775,103
MSitAE-OCTOBER-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13444,0,6826,0,0,853,4247,0,520,0,0,0,928,142,5952,0,0,906,October-2023-revised-130624-nbe280.csv,OCTOBER-2023,2023-10-01,10,2023,31.59030050580184,32.15925280987811,31.756146297580415,1,32.12612159115706,6.411271173025179,103
MSitAE-NOVEMBER-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12851,0,6686,0,0,859,4262,0,366,0,0,0,1059,395,5820,0,0,880,November-2023-revised-130624-vmw208.csv,NOVEMBER-2023,2023-11-01,11,2023,33.16473426192515,31.59030050580184,31.8988541829732,1,32.12612159115706,-4.410889616185654,103
MSitAE-DECEMBER-2023,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12353,0,6306,126,0,973,4340,0,662,0,0,0,949,154,5811,0,0,862,December-2023-revised-130624-nbe280.csv,DECEMBER-2023,2023-12-01,12,2023,35.133166032542704,33.16473426192515,32.30476252586836,1,32.12612159115706,-3.875184810520582,103
MSitAE-JANUARY-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12977,0,6308,167,0,869,4520,0,418,0,0,0,644,541,6126,0,0,954,January-2024-revised-130624-ddff.csv,JANUARY-2024,2024-01-01,1,2024,34.83085458888803,35.133166032542704,33.296066933423226,1,32.12612159115706,5.051404517121338,103
MSitAE-FEBRUARY-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12311,0,6511,166,0,759,4302,0,479,0,0,0,601,216,5731,0,0,918,February-2024-revised-130624-ef123ty.csv,FEBRUARY-2024,2024-02-01,2,2024,34.94435870359841,34.83085458888803,34.376251627785294,1,32.12612159115706,-5.132156892964479,103
MSitAE-MARCH-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,13076,0,8146,184,0,897,4302,0,512,0,0,3,660,481,6075,0,0,985,March-2024-revised-130624-abcdef123.csv,MARCH-2024,2024-03-01,3,2024,32.89996940960538,34.94435870359841,34.96945977500972,0,32.12612159115706,6.2139549995938514,103
